bibtex_key,title,author,journal,year,source,pages,volume,abstract,document_type,doi,url,affiliation,author_keywords,keywords,publisher,issn,language,note,selection_criteria,created_at,updated_at,created_by,updated_by,status,comments
,A Systematic Review on Student-Facing Learning Analytics Dashboards: Reference Frames and Indicators,"Kew, Si Na and Koh, Elizabeth and Choo, Zi Luan and Jonathan, Christin Rekha",,2024,IEEE Xplore Digital Library,45-50,,"As the integration of technology in education undergoes continuous development, Learning Analytics Dashboards (LADs) have become vital tools for both instructors and learners, facilitating the monitoring and optimization of the learning experience. Student-facing LADs have been designed with various reference frames which enable various feedback, comparisons and reflection. However, there has been limited examination of the reference frames and their indicators employed in student-facing LADs as well as its evaluation. This research aims to address this gap by conducting a systematic literature review using PRISMA to synthesize existing literature to identify and offer insights on reference frames and key indicators used in student-facing LADs. We identified 42 articles and analyzed that social reference frames as compared to progress reference frames are commonly employed in LADs. Key indicators include class performance average, class performance mean, average performance of the class, etc. These insights contribute to the ongoing development and best practices of LAD design. The knowledge and findings can help educators, researchers, system designers and policymakers decide how best to incorporate these tools into educational settings.",,10.1109/CSTE62025.2024.00015,,,,Computer science;Systematics;Reviews;Bibliographies;Education;Reflection;Optimization;learning analytics dashboard;reference frame;indicators;systematic literature review;PRISMA,,,,,,"45588,9517013889","45619,9712384259",thiagogomesverissimo,thiagogomesverissimo,Duplicated,
,Staying on target: A systematic literature review on learner-facing learning analytics dashboards,"Valle, Natercia and Antonenko, Pavlo and Dawson, Kara and Huggins-Manley, Anne Corinne",British Journal of Educational Technology,2021,wiley,1724-1748,52,"Abstract The advances in technology to capture and process unprecedented amounts of educational data has boosted the interest in Learning Analytics Dashboard (LAD) applications as a way to provide meaningful visual information to administrators, parents, teachers and learners. Despite the frequent argument that LADs are useful to support target users and their goals to monitor and act upon the information provided, little is known about LADs’ theoretical underpinnings and the alignment (or lack thereof) between LADs intended outcomes and the measures used to evaluate their implementation. However, this knowledge is necessary to illuminate more efficient approaches in the development and implementation of LAD tools. Guided by the self-regulated learning perspective and using the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) framework, this systematic literature review addressed this gap by examining whether and how learner-facing LAD’s target outcomes align with the domain measures used to evaluate their implementations. Out of the 1297 papers retrieved from 15 databases, 28 were included in the final quantitative and qualitative analysis. Results suggested an intriguing lack of alignment between LADs’ intended outcomes (mostly cognitive domain) and their evaluation (mostly affective measures). Based on these results and on the premise that LADs are designed to support learners, a critical recommendation from this study is that LADs’ target outcomes should guide the selection of measures used to evaluate the efficacy of these tools. This alignment is critical to enable the construction of more robust guidelines to inform future endeavours in the field. Practitioner notes What is already known about this topic There has been an increased interest and investment in learning analytics dashboards to support learners as end-users. Learner-facing learning analytics dashboards are designed with different purposes, functionalities and types of data in an attempt to influence learners’ behaviour, achievement and skills. What this paper adds This paper reports trends and opportunities regarding the design of learner-facing learning analytics dashboards, contexts of implementation, as well as types and features of learner-facing learning analytics dashboard studies. The paper discusses how affect and motivation have been largely overlooked as target outcomes in learner-facing learning analytics dashboards. Implications for practice and/or policy Based on the evidence gathered through the review, this paper makes recommendations for theory (eg, inclusion of motivation as an important target outcome). The paper makes recommendations related to the design, implementation and evaluation of learning analytics dashboards. The paper also highlights the need for further integration between learner-facing learning analytics dashboards and open learner models.",,https://doi.org/10.1111/bjet.13089,https://onlinelibrary.wiley.com/doi/abs/10.1111/bjet.13089,,,"evaluation, learning analytics dashboards, systematic literature review, target outcomes",,,,,,"45598,5941087963","45619,9699884259",thiagogomesverissimo,thiagogomesverissimo,Duplicated,
,Staying on target: A systematic literature review on learner‐facing learning analytics dashboards,"Valle, Natercia and Antonenko, Pavlo and Dawson, Kara and Huggins‐Manley, Anne",British Journal of Educational Technology,2021,OpenAlex,1724--1748,52,"The advances in technology to capture and process unprecedented amounts of educational data has boosted the interest in Learning Analytics Dashboard (LAD) applications as a way to provide meaningful visual information to administrators, parents, teachers and learners. Despite the frequent argument that LADs are useful to support target users and their goals to monitor and act upon the information provided, little is known about LADs’ theoretical underpinnings and the alignment (or lack thereof) between LADs intended outcomes and the measures used to evaluate their implementation. However, this knowledge is necessary to illuminate more efficient approaches in the development and implementation of LAD tools. Guided by the self-regulated learning perspective and using the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) framework, this systematic literature review addressed this gap by examining whether and how learner-facing LAD’s target outcomes align with the domain measures used to evaluate their implementations. Out of the 1297 papers retrieved from 15 databases, 28 were included in the final quantitative and qualitative analysis. Results suggested an intriguing lack of alignment between LADs’ intended outcomes (mostly cognitive domain) and their evaluation (mostly affective measures). Based on these results and on the premise that LADs are designed to support learners, a critical recommendation from this study is that LADs’ target outcomes should guide the selection of measures used to evaluate the efficacy of these tools. This alignment is critical to enable the construction of more robust guidelines to inform future endeavours in the field.",Journal Article,10.1111/bjet.13089,https://doi.org/10.1111/bjet.13089,,,Dashboard | Learning Analytics | Data-driven Education | Educational Technology | Educational Data Mining | Student Satisfaction | Argument (complex analysis),Wiley,0007-1013,,,,"45588,9518055556","45619,9705208333",thiagogomesverissimo,thiagogomesverissimo,Accepted,
,Learning Analytics Dashboards for Advisors -- A Systematic Literature Review,"Vemula, Suchith Reddy and Moraes, Marcia",arXiv,2024,Engineering Village El Compendex,,,"Learning Analytics Dashboard for Advisors is designed to provide data-driven insights and visualizations to support advisors in their decision-making regarding student academic progress, engagement, targeted support, and overall success. This study explores the current state of the art in learning analytics dashboards, focusing on specific requirements for advisors. By examining existing literature and case studies, this research investigates the key features and functionalities essential for an effective learning analytics dashboard tailored to advisor needs. This study also aims to provide a comprehensive understanding of the landscape of learning analytics dashboards for advisors, offering insights into the advancements, opportunities, and challenges in their development by synthesizing the current trends from a total of 21 research papers used for analysis. The findings will contribute to the design and implementation of new features in learning analytics dashboards that empower advisors to provide proactive and individualized support, ultimately fostering student retention and academic success.<br/></div> © 2024, CC BY-NC-ND.",,,http://dx.doi.org/10.48550/arXiv.2402.01671,,,Learning systems;,,23318422,English,'current;Advisor dashboard;And learning management system;Data driven;Decisions makings;Learning analytic;Learning management system;Self-regulated learning;State of the art;Systematic literature review;,,"45588,9516203704","45619,9670138889",thiagogomesverissimo,thiagogomesverissimo,Accepted,
,"Have Learning Analytics Dashboards Lived Up to the Hype? A Systematic Review of Impact on Students' Achievement, Motivation, Participation and Attitude","Kaliisa, Rogers and Misiejuk, Kamila and López-Pernas, Sonsoles and Khalil, Mohammad and Saqr, Mohammed",,2023,ProQuest,,,"While learning analytics dashboards (LADs) are the most common form of LA intervention, there is limited evidence regarding their impact on students learning outcomes. This systematic review synthesizes the findings of 38 research studies to investigate the impact of LADs on students' learning outcomes, encompassing achievement, participation, motivation, and attitudes. As we currently stand, there is no evidence to support the conclusion that LADs have lived up to the promise of improving academic achievement. Most studies reported negligible or small effects, with limited evidence from well-powered controlled experiments. Many studies merely compared users and non-users of LADs, confounding the dashboard effect with student engagement levels. Similarly, the impact of LADs on motivation and attitudes appeared modest, with only a few exceptions demonstrating significant effects. Small sample sizes in these studies highlight the need for larger-scale investigations to validate these findings. Notably, LADs showed a relatively substantial impact on student participation. Several studies reported medium to large effect sizes, suggesting that LADs can promote engagement and interaction in online learning environments. However, methodological shortcomings, such as reliance on traditional evaluation methods, self-selection bias, the assumption that access equates to usage, and a lack of standardized assessment tools, emerged as recurring issues. To advance the research line for LADs, researchers should use rigorous assessment methods and establish clear standards for evaluating learning constructs. Such efforts will advance our understanding of the potential of LADs to enhance learning outcomes and provide valuable insights for educators and researchers alike.",Generic,,https://www.proquest.com/working-papers/have-learning-analytics-dashboards-lived-up-hype/docview/2906662174/se-2?accountid=14643,,,Business And Economics--Banking And Finance | Human-Computer Interaction | Computers and Society | Dashboards | Learning analytics | Educational objectives | Motivation | Distance learning | Systematic review | Attitudes | Students,,,,"Copyright - © 2023. This work is published under http://creativecommons.org/licenses/by/4.0/ (the “License”).  Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License. | Última atualização em - 2023-12-28",Estudo duplicado (descartado pois foi escolhido o texto mais recente e completo),"45598,5943171296","45615,0711342593",thiagogomesverissimo,thiagogomesverissimo,Rejected,
,A Systematic Review of Empirical Studies on Learning Analytics Dashboards: A Self-Regulated Learning Perspective,"Matcha, Wannisa and Uzir, Noraayu Ahmad and Gasevic, Dragan and Pardo, Abelardo",IEEE Transactions on Learning Technologies,2020,Scopus,226 – 245,13,"This paper presents a systematic literature review of learning analytics dashboards (LADs) research that reports empirical findings to assess the impact on learning and teaching. Several previous literature reviews identified self-regulated learning as a primary focus of LADs. However, there has been much less understanding how learning analytics are grounded in the literature on self-regulated learning and how self-regulated learning is supported. To address this limitation, this review analyzed the existing empirical studies on LADs based on the well-known model of self-regulated learning proposed by Winne and Hadwin. The results show that existing LADs are rarely grounded in learning theory, cannot be suggested to support metacognition, do not offer any information about effective learning tactics and strategies, and have significant limitations in how their evaluation is conducted and reported. Based on the findings of the study and through the synthesis of the literature, the paper proposes that future research and development should not make any a priori design decisions about representation of data and analytic results in learning analytics systems such as LADs. To formalize this proposal, the paper defines the model for user-centered learning analytics systems (MULAS). The MULAS consists of the four dimensions that are cyclically and recursively interconnected including: theory, design, feedback, and evaluation. © 2008-2011 IEEE.",Review,10.1109/TLT.2019.2916802,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087489008&doi=10.1109%2fTLT.2019.2916802&partnerID=40&md5=e91f2bdafed292e0e2e4b13ee98f6e2f,,Dashboards; empirical research; feedback; information visualization; learning analytics; self-regulated learning,E-learning; Engineering; Effective learning; Empirical findings; Empirical studies; Learning and teachings; Literature reviews; Research and development; Self-regulated learning; Systematic literature review; Learning systems,Institute of Electrical and Electronics Engineers,19391382,English,Cited by: 227,"É uma revisão sistemática em LAD, mas com foco em aprendizagem autorregulada","45588,9519212963","45615,0628356482",thiagogomesverissimo,thiagogomesverissimo,Rejected,
,Use of Predictive Analytics within Learning Analytics Dashboards: A Review of Case Studies.,"Ramaswami, Gomathy and  Susnjak, Teo and  Mathrani, Anuradha and  Umer, Rahila","Technology, Knowledge & Learning",2023,ebsco,959 - 980,28,"Learning analytics dashboards (LADs) provide educators and students with a comprehensive snapshot of the learning domain. Visualizations showcasing student learning behavioral patterns can help students gain greater self-awareness of their learning progression, and at the same time assist educators in identifying those students who may be facing learning difficulties. While LADs have gained popularity, existing LADs are still far behind when it comes to employing predictive analytics into their designs. Our systematic literature review has revealed limitations in the utilization of predictive analytics tools among existing LADs. We find that studies leveraging predictive analytics only go as far as identifying the at-risk students and do not employ model interpretation or explainability capabilities. This limits the ability of LADs to offer data-driven prescriptive advice to students that can offer them guidance on appropriate learning adjustments. Further, published studies have most)",,,https://search.ebscohost.com/login.aspx?direct=true&db=iih&AN=166104403&amp;lang=pt-br&site=ehost-live,,,"Data analytics, At-risk students, Learning, Machine learning, Educators, Early warning system, Learning analytics dashboard, Student feedback system, Systematic review",,22111662,,,,"45598,5943981482","45598,5943981482",thiagogomesverissimo,,Duplicated,
,Learning Analytics Dashboards for Advisors -- A Systematic Literature Review,"Vemula, Suchith Reddy and Moraes, Marcia",,2024,ProQuest,,,"Learning Analytics Dashboard for Advisors is designed to provide data-driven insights and visualizations to support advisors in their decision-making regarding student academic progress, engagement, targeted support, and overall success. This study explores the current state of the art in learning analytics dashboards, focusing on specific requirements for advisors. By examining existing literature and case studies, this research investigates the key features and functionalities essential for an effective learning analytics dashboard tailored to advisor needs. This study also aims to provide a comprehensive understanding of the landscape of learning analytics dashboards for advisors, offering insights into the advancements, opportunities, and challenges in their development by synthesizing the current trends from a total of 21 research papers used for analysis. The findings will contribute to the design and implementation of new features in learning analytics dashboards that empower advisors to provide proactive and individualized support, ultimately fostering student retention and academic success.",Generic,https://doi.org/10.5121/ijci.2024.130101,https://www.proquest.com/working-papers/learning-analytics-dashboards-advisors-systematic/docview/2922659268/se-2?accountid=14643,,,Business And Economics--Banking And Finance | Computers and Society | Dashboards | Mathematical analysis | Learning | Literature reviews,,,,"Copyright - © 2024. This work is published under http://creativecommons.org/licenses/by-nc-nd/4.0/ (the “License”).  Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License. | Última atualização em - 2024-02-07",,"45598,5943171296","45598,5943171296",thiagogomesverissimo,,Duplicated,
,Learning {Analytics} {Based} {Interventions}: {A} {Systematic} {Review} of {Experimental} {Studies},"Tepgeç, Mustafa and Ifenthaler, Dirk",International Association for Development of the Information Society,2022,Eric,,,"Learning analytics includes interventions that will support learning and improve learning environments. Despite the fact that learning analytics is a promising field of study, the lack of empirical evidence on the effects of learning analytics-based interventions has been widely addressed in recent years. In this context, insights validated by experimental studies may play a crucial role. Therefore, there is a need for a report describing the methodological aspects and effects of current experimental interventions based on learning analytics. This systematic review provides an in-depth examination of learning analytics research that reports experimental findings to evaluate learning analytics-based interventions. The PRISMA (Preferred Reporting Items for Systematic Reviews and Meta-Analyses) 2020 protocol provided the basis for the work of this systematic review. This review contained 52 papers that met the inclusion and exclusion criteria. The results show that student-facing dashboards are the most common learning analytics-based intervention. Evidence from how user data is handled for interventions demonstrates that the most common method is the distillation of data for human judgment. This study confirms that a significant proportion of experimental studies employing learning analytics interventions have demonstrated significant effects on learning outcomes. The effectiveness of learning analytics-based interventions is also addressed in this review in terms of motivation, engagement, and system usage behaviors. The findings of this study will contribute to the literature in terms of describing the experimentally validated findings of learning analytics-based interventions in depth.",,,,,,"Elementary Secondary Education, Instructional Effectiveness, Intervention, Kindergarten, Learner Engagement, Learning Analytics, Learning Management Systems, Learning Motivation, Meta Analysis, Outcomes of Education, Research Reports",,,,ERIC Number: ED626950,,"45598,5934837963","45598,5934837963",thiagogomesverissimo,,Duplicated,
,Methods for {Evaluating} {Learning} {Analytics} and {Learning} {Analytics} {Dashboards} in {Adaptive} {Learning} {Platforms}: {A} {Systematic} {Review},"Tretow-Fish, Tobias Alexander Bang and Khalid, Md Saifuddin",Electronic Journal of e-Learning,2023,Eric,430--449,21,"This research paper highlights and addresses the lack of a systematic review of the methods used to evaluate Learning Analytics (LA) and Learning Analytics Dashboards (LAD) of Adaptive Learning Platforms (ALPs) in the current literature. Addressing this gap, the authors built upon the work of Tretow-Fish and Khalid (2022) and analyzed 32 papers, which were grouped into six categories (C1-6) based on their themes. The categories include C1) the evaluation of LA and LAD design and framework, C2) the evaluation of user performance with LA and LAD, C3) the evaluation of adaptivity, C4) the evaluation of ALPs through perceived value, C5) the evaluation of Multimodal methods, and C6) the evaluation of the pedagogical implementation of ALP's LA and LAD. The results include a tabular summary of the papers including the categories, evaluation unit(s), methods, variables and purpose. While there are numerous studies in categories C1-4 that focus on the design, development, and impact assessment of ALP's LA and LAD, there are only a few studies in categories C5 and C6. For the category of C5), very few studies applied any evaluation methods assessing the multimodal features of LA and LADs on ALPs. Especially for C6), evaluating the pedagogical implementation of ALP's LA and LAD, the three dimensions of signature pedagogy are used to assess the level of pedagogy evaluation. Findings showed that no studies focus on evaluating the deep or implicit structure of ALP's LA. All studies examine the structural surface dimension of learning activities and interactions between students, teachers, and ALP's LA and LAD, as examined in categories C2-C5. No studies were exclusively categorized as a C6 category, indicating that all studies evaluate ALP's LA and LAD on the surface structure dimension of signature pedagogy. This review highlights the lack of pedagogical methodology and theory in ALP's LA and LAD, which are recommended to be emphasized in future research and ALP development and implementation.",,,,,,"Design, Educational Improvement, Educational Quality, Evaluation Methods, Learning Analytics, Learning Experience, Models, Outcomes of Education, Program Implementation, Usability, Value Judgment",,1479-4403,English,ERIC Number: EJ1414672,,"45598,5934837963","45598,5934837963",thiagogomesverissimo,,Duplicated,
,Use of {Predictive} {Analytics} within {Learning} {Analytics} {Dashboards}: {A} {Review} of {Case} {Studies},"Ramaswami, Gomathy and Susnjak, Teo and Mathrani, Anuradha and Umer, Rahila","Technology, Knowledge and Learning",2023,Eric,959--980,28,"Learning analytics dashboards (LADs) provide educators and students with a comprehensive snapshot of the learning domain. Visualizations showcasing student learning behavioral patterns can help students gain greater self-awareness of their learning progression, and at the same time assist educators in identifying those students who may be facing learning difficulties. While LADs have gained popularity, existing LADs are still far behind when it comes to employing predictive analytics into their designs. Our systematic literature review has revealed limitations in the utilization of predictive analytics tools among existing LADs. We find that studies leveraging predictive analytics only go as far as identifying the at-risk students and do not employ model interpretation or explainability capabilities. This limits the ability of LADs to offer data-driven prescriptive advice to students that can offer them guidance on appropriate learning adjustments. Further, published studies have mostly described LADs that are still at prototype stages; hence, robust evaluations of how LADs affect student outcomes have not yet been conducted. The evaluations until now are limited to LAD functionalities and usability rather than their effectiveness as a pedagogical treatment. We conclude by making recommendations for the design of advanced dashboards that more fully take advantage of machine learning technologies, while using suitable visualizations to project only relevant information. Finally, we stress the importance of developing dashboards that are ultimately evaluated for their effectiveness.",,,,,,"Artificial Intelligence, At Risk Students, Feedback (Response), Identification, Learning Analytics, Learning Management Systems, Models, Prediction",,2211-1670,English,ERIC Number: EJ1385682,,"45598,5934837963","45598,5934837963",thiagogomesverissimo,,Duplicated,
,"Have Learning Analytics Dashboards Lived Up to the Hype? A Systematic Review of Impact on Students' Achievement, Motivation, Participation and Attitude","Kaliisa, Rogers and Misiejuk, Kamila and L\'{o}pez-Pernas, Sonsoles and Khalil, Mohammad and Saqr, Mohammed",,2024,ACM Digital Library ,295–304,,"While learning analytics dashboards (LADs) are the most common form of LA intervention, there is limited evidence regarding their impact on students’ learning outcomes. This systematic review synthesizes the findings of 38 research studies to investigate the impact of LADs on students' learning outcomes, encompassing achievement, participation, motivation, and attitudes. As we currently stand, there is no evidence to support the conclusion that LADs have lived up to the promise of improving academic achievement. Most studies reported negligible or small effects, with limited evidence from well-powered controlled experiments. Many studies merely compared users and non-users of LADs, confounding the dashboard effect with student engagement levels. Similarly, the impact of LADs on motivation and attitudes appeared modest, with only a few exceptions demonstrating significant effects. Small sample sizes in these studies highlight the need for larger-scale investigations to validate these findings. Notably, LADs showed a relatively substantial impact on student participation. Several studies reported medium to large effect sizes, suggesting that LADs can promote engagement and interaction in online learning environments. However, methodological shortcomings, such as reliance on traditional evaluation methods, self-selection bias, the assumption that access equates to usage, and a lack of standardized assessment tools, emerged as recurring issues. To advance the research line for LADs, researchers should use rigorous assessment methods and establish clear standards for evaluating learning constructs. Such efforts will advance our understanding of the potential of LADs to enhance learning outcomes and provide valuable insights for educators and researchers alike.",,10.1145/3636555.3636884,https://doi.org/10.1145/3636555.3636884,,,"Learning analytics dashboards (LADs), impact, learning outcomes, systematic review",Association for Computing Machinery,,,,,"45598,5887384259","45598,5887384259",thiagogomesverissimo,,Duplicated,
,A Current Overview of the Use of Learning Analytics Dashboards,"Masiello, Italo and Mohseni, Zeynab and Palma, Francis and Nordmark, Susanna and Augustsson, Hanna and Rundquist, Rebecka",Education Sciences,2024,OpenAlex,82--82,14,"The promise of Learning Analytics Dashboards in education is to collect, analyze, and visualize data with the ultimate ambition of improving students’ learning. Our overview of the latest systematic reviews on the topic shows a number of research trends: learning analytics research is growing rapidly; it brings to the front inequality and inclusiveness measures; it reveals an unclear path to data ownership and privacy; it provides predictions which are not clearly translated into pedagogical actions; and the possibility of self-regulated learning and game-based learning are not capitalized upon. However, as learning analytics research progresses, greater opportunities lie ahead, and a better integration between information science and learning sciences can bring added value of learning analytics dashboards in education.",Journal Article,10.3390/educsci14010082,https://doi.org/10.3390/educsci14010082,,,Learning Analytics | Data-driven Education | Educational Technology | Educational Data Mining | Blended Learning | Value (mathematics) | Cultural analytics | Data analysis,Multidisciplinary Digital Publishing Institute,2227-7102,,,,"45588,9518055556","45597,8015625",thiagogomesverissimo,thiagogomesverissimo,Duplicated,Esse também é uma revisão terciária
,Self-Regulated Learning and Active Feedback of MOOC Learners Supported by the Intervention Strategy of a Learning Analytics System,"Cobos, Ruth",,2023,ProQuest,3368,12,"MOOCs offer great learning opportunities, but they also present several challenges for learners that hinder them from successfully completing MOOCs. To address these challenges, edX-LIMS (System for Learning Intervention and its Monitoring for edX MOOCs) was developed. It is a learning analytics system that supports an intervention strategy (based on learners’ interactions with the MOOC) to provide feedback to learners through web-based Learner Dashboards. Additionally, edX-LIMS provides a web-based Instructor Dashboard for instructors to monitor their learners. In this article, an enhanced version of the aforementioned system called edX-LIMS+ is presented. This upgrade introduces new services that enhance both the learners’ and instructors’ dashboards with a particular focus on self-regulated learning. Moreover, the system detects learners’ problems to guide them and assist instructors in better monitoring learners and providing necessary support. The results obtained from the use of this new version (through learners’ interactions and opinions about their dashboards) demonstrate that the feedback provided has been significantly improved, offering more valuable information to learners and enhancing their perception of both the dashboard and the intervention strategy supported by the system. Additionally, the majority of learners agreed with their detected problems, thereby enabling instructors to enhance interventions and support learners’ learning processes.",Journal Article,https://doi.org/10.3390/electronics12153368,https://www.proquest.com/scholarly-journals/self-regulated-learning-active-feedback-mooc/docview/2849016904/se-2?accountid=14643,,,Electronics | dashboard | Self-regulated learning | Massive open online course | Learning analytics | data-driven intervention | education | e-learning tools | learning analytics | MOOCs | self-regulated learning | system applications and experience | technology-enhanced learning | web-based learning | Research | Pedagogy | Dashboards | Predictive analytics | Learning | Feedback | Intervention | Teachers | Online instruction | Data analysis | Monitoring | Distance learning | Systematic review,MDPI AG,,,"Copyright - © 2023 by the author.  Licensee MDPI, Basel, Switzerland. This article is an open access article distributed under the terms and conditions of the Creative Commons Attribution (CC BY) license (https://creativecommons.org/licenses/by/4.0/).  Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License. | Última atualização em - 2024-08-26",É um estudo primário sobre LAD e não uma revisão sistemática ,"45598,5943171296","45598,6332175926",thiagogomesverissimo,thiagogomesverissimo,Rejected,
,Business intelligence na educação superior: Oportunidades e Desafios,"Bianchi, Isaias Scalabrin and de Bona Garcia Vendrúscolo, Juliana",,2024,ProQuest,83--110,,"A necessidade de consolidar a informação extraída a partir de diversas fontes de dados é comum na maioria das organizações, o que promoveu os sistemas de business intelligence (BI) e dashboards a uma posição de destaque. Entretanto, há poucos estudos sobre a aplicação de BI e dashboards na educação superior. Este estudo é uma revisão sistemática da literatura sobre as pesquisas de BI e aplicação de dashboards em instituições de educação superior. A busca foi realizada nas bases de dados Scopus e Web of Science. Em primeiro lugar, os resultados deste estudo foram a identificação de vinte e um tópicos de pesquisa da aplicação de BI em instituições de educação superior, sendo os principais tópicos: Learning analytics, Acadêmico/Ensino, Pesquisa e desenvolvimento, Financeiro e Biblioteca. Em segundo lugar, identificou-se seis tipos de artefatos relacionados a BI: modelo, framework ou metodologia; arquitetura; modelo dimensional do DW; indicadores; dashboard; Protótipo ou sistema e Ferramentas. Os artefatos auxiliam resolver problemas organizacionais em universidades. Este estudo traz contribuições para a área de políticas de educação superior com a identificação de gaps na literatura em que futuras pesquisas merecem maior e menos atenção e tem potencial de serem exploradas.Resumo alternativo: The need to consolidate information extracted from multiple data sources is common in most organizations, which has pushed business intelligence (BI) systems and dashboards into a prominent position. However, there are few studies about application BI and dashboards in higher education institutions. This article is a systematic literature review upon research on BI and dashboards in higher education. We carry out an extensive literature review in databases such as Scopus and Web of Science. Firstly, the findings of this study is the identification of twenty one topics about BI applications, where the main topics found were Learning Analytics, Academic / Teaching, Research \& Development, Finance and Library. Secondly, we identified six artifacts related to BI such as model, framework or methodology, architecture, DW dimensional model, indicators, dashboards, prototype or system and tools. The artifacts identified are useful to help the organizations to solve particular problems. This article contributes to education policy in higher education with the identification of gaps from literature review. Thus, the identification of its gaps allows us to pay attention and explore future research.",Journal Article,,https://www.proquest.com/scholarly-journals/business-intelligence-na-educação-superior/docview/3121261461/se-2?accountid=14643,,,Communications | Higher education | Learning analytics | Literature reviews | Research \& development--R\&D | Business intelligence,Universidade do Porto Faculdade de Letras,,,"Copyright - © 2024. This work is licensed under https://creativecommons.org/licenses/by/4.0/  (the “License”).  Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License. | Última atualização em - 2024-10-28","É uma revisão sistemática em Learning Analytics, mas não focada apenas em LAD","45598,5943171296","45598,6269328704",thiagogomesverissimo,thiagogomesverissimo,Rejected,
,Advancing equity and inclusion in educational practices with AI-powered educational decision support systems (AI-EDSS),"Viberg, Olga and Kizilcec, René F. and Wise, Alyssa Friend and Jivet, Ioana and Nixon, Nia",British Journal of Educational Technology,2024,wiley,1974-1981,55,"Abstract A key goal of educational institutions around the world is to provide inclusive, equitable quality education and lifelong learning opportunities for all learners. Achieving this requires contextualized approaches to accommodate diverse global values and promote learning opportunities that best meet the needs and goals of all learners as individuals and members of different communities. Advances in learning analytics (LA), natural language processes (NLP), and artificial intelligence (AI), especially generative AI technologies, offer potential to aid educational decision making by supporting analytic insights and personalized recommendations. However, these technologies also raise serious risks for reinforcing or exacerbating existing inequalities; these dangers arise from multiple factors including biases represented in training datasets, the technologies' abilities to take autonomous decisions, and processes for tool development that do not centre the needs and concerns of historically marginalized groups. To ensure that Educational Decision Support Systems (EDSS), particularly AI-powered ones, are equipped to promote equity, they must be created and evaluated holistically, considering their potential for both targeted and systemic impacts on all learners, especially members of historically marginalized groups. Adopting a socio-technical and cultural perspective is crucial for designing, deploying, and evaluating AI-EDSS that truly advance educational equity and inclusion. This editorial introduces the contributions of five papers for the special section on advancing equity and inclusion in educational practices with AI-EDSS. These papers focus on (i) a review of biases in large language models (LLMs) applications offers practical guidelines for their evaluation to promote educational equity, (ii) techniques to mitigate disparities across countries and languages in LLMs representation of educationally relevant knowledge, (iii) implementing equitable and intersectionality-aware machine learning applications in education, (iv) introducing a LA dashboard that aims to promote institutional equality, diversity, and inclusion, and (v) vulnerable student digital well-being in AI-EDSS. Together, these contributions underscore the importance of an interdisciplinary approach in developing and utilizing AI-EDSS to not only foster a more inclusive and equitable educational landscape worldwide but also reveal a critical need for a broader contextualization of equity that incorporates the socio-technical questions of what kinds of decisions AI is being used to support, for what purposes, and whose goals are prioritized in this process.",,https://doi.org/10.1111/bjet.13507,https://onlinelibrary.wiley.com/doi/abs/10.1111/bjet.13507,,,"AI, AI-EDSS, bias, education, equality, inclusion",,,,,Não é um artigo,"45598,5941087963","45598,6358912037",thiagogomesverissimo,thiagogomesverissimo,Rejected,
,A {Systematic} {Review} of {Empirical} {Studies} on {Learning} {Analytics} {Dashboards}: {A} {Self}-{Regulated} {Learning} {Perspective},"Matcha, Wannisa and Uzir, Nora'ayu Ahmad and Gasevic, Dragan and Pardo, Abelardo",IEEE Transactions on Learning Technologies,2020,Eric,226--245,13,"This paper presents a systematic literature review of learning analytics dashboards (LADs) research that reports empirical findings to assess the impact on learning and teaching. Several previous literature reviews identified self-regulated learning as a primary focus of LADs. However, there has been much less understanding how learning analytics are grounded in the literature on self-regulated learning and how self-regulated learning is supported. To address this limitation, this review analyzed the existing empirical studies on LADs based on the well-known model of self-regulated learning proposed by Winne and Hadwin. The results show that existing LADs are rarely grounded in learning theory, cannot be suggested to support metacognition, do not offer any information about effective learning tactics and strategies, and have significant limitations in how their evaluation is conducted and reported. Based on the findings of the study and through the synthesis of the literature, the paper proposes that future research and development should not make any a priori design decisions about representation of data and analytic results in learning analytics systems such as LADs. To formalize this proposal, the paper defines the model for user-centered learning analytics systems (MULAS). The MULAS consists of the four dimensions that are cyclically and recursively interconnected including: theory, design, feedback, and evaluation.",,,,,,"Computer Interfaces, Design, Educational Research, Feedback (Response), Learning Analytics, Learning Strategies, Learning Theories, Outcome Measures, Research Design, Visual Aids",,1939-1382,English,ERIC Number: EJ1279917,,"45598,5934837963","45598,5934837963",thiagogomesverissimo,,Duplicated,
